topic,sentiment,date,month,count
App Updates and Changes,negative,2022-03-12 01:25:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 01:25:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-12 01:25:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 22:48:54,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 22:48:54,2022-03-01,1
App Updates and Changes,negative,2022-03-11 04:47:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 04:47:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-11 04:47:14,2022-03-01,1
Account Management,negative,2022-03-14 11:36:53,2022-03-01,1
User Interface and Functionality,negative,2022-03-14 11:36:53,2022-03-01,1
User Interface and Functionality,positive,2022-03-15 23:34:52,2022-03-01,1
Algorithm and Content Curation,positive,2022-03-15 23:34:52,2022-03-01,1
User Interface and Functionality,positive,2022-03-15 23:34:52,2022-03-01,1
User Interface and Functionality,negative,2022-03-18 14:09:43,2022-03-01,1
Account Management,negative,2022-03-24 16:10:39,2022-03-01,1
News and Information Sharing,negative,2022-03-24 16:10:39,2022-03-01,1
Customer Service,neutral,2022-03-24 16:10:39,2022-03-01,1
Customer Service,negative,2022-03-28 20:46:32,2022-03-01,1
User Interface and Functionality,negative,2022-03-28 20:46:32,2022-03-01,1
User Interface and Functionality,neutral,2022-03-28 20:46:32,2022-03-01,1
Advertising and Monetization,negative,2022-03-08 22:07:12,2022-03-01,1
User Interface and Functionality,negative,2022-03-08 22:07:12,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-08 22:07:12,2022-03-01,1
Account Management,negative,2022-03-02 12:40:12,2022-03-01,1
Customer Service,negative,2022-03-02 12:40:12,2022-03-01,1
News and Information Sharing,positive,2022-03-14 05:25:59,2022-03-01,1
Customer Service,positive,2022-03-14 05:25:59,2022-03-01,1
Social Networking and Engagement,neutral,2022-03-14 05:25:59,2022-03-01,1
Account Management,negative,2022-03-31 16:13:30,2022-03-01,1
Account Management,negative,2022-03-31 16:13:30,2022-03-01,1
User Interface and Functionality,negative,2022-03-31 07:52:31,2022-03-01,1
User Interface and Functionality,positive,2022-03-28 17:43:08,2022-03-01,1
Algorithm and Content Curation,negative,2022-03-28 17:43:08,2022-03-01,1
User Interface and Functionality,negative,2022-03-08 15:22:54,2022-03-01,1
Notifications and Alerts,negative,2022-03-08 15:22:54,2022-03-01,1
Community and Content,negative,2022-03-19 15:59:46,2022-03-01,1
Social Networking and Engagement,negative,2022-03-19 15:59:46,2022-03-01,1
Account Management,negative,2022-03-16 23:58:14,2022-03-01,1
Customer Service,negative,2022-03-16 23:58:14,2022-03-01,1
User Interface and Functionality,negative,2022-03-30 15:51:16,2022-03-01,1
User Interface and Functionality,negative,2022-03-30 15:51:16,2022-03-01,1
App Updates and Changes,negative,2022-03-30 15:51:16,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-23 18:18:47,2022-03-01,1
Content Moderation and Censorship,negative,2022-03-23 18:18:47,2022-03-01,1
Social Networking and Engagement,negative,2022-03-23 18:18:47,2022-03-01,1
Account Management,negative,2022-03-05 00:09:38,2022-03-01,1
Freedom of Speech and Expression,positive,2022-03-05 00:09:38,2022-03-01,1
Social Networking and Engagement,negative,2022-03-05 00:09:38,2022-03-01,1
Freedom of Speech and Expression,positive,2022-04-28 05:46:43,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-28 05:46:43,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 14:27:14,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-30 14:27:14,2022-04-01,1
Account Management,negative,2022-04-16 23:40:28,2022-04-01,1
Leadership and Decision Making,negative,2022-04-16 23:40:28,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-30 22:21:23,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-30 22:21:23,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-30 22:21:23,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-08 11:06:33,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-08 11:06:33,2022-04-01,1
Freedom of Speech and Expression,neutral,2022-04-30 14:38:47,2022-04-01,1
Social Networking and Engagement,positive,2022-04-30 14:38:47,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 14:38:47,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-21 19:55:25,2022-04-01,1
User Interface and Functionality,negative,2022-04-21 19:55:25,2022-04-01,1
User Interface and Functionality,negative,2022-04-21 19:55:25,2022-04-01,1
Social Networking and Engagement,positive,2022-04-29 19:52:58,2022-04-01,1
Community and Content,positive,2022-04-29 19:52:58,2022-04-01,1
Community and Content,positive,2022-04-29 19:52:58,2022-04-01,1
Account Management,negative,2022-04-21 16:06:49,2022-04-01,1
News and Information Sharing,positive,2022-04-13 01:05:23,2022-04-01,1
Notifications and Alerts,negative,2022-04-02 19:25:05,2022-04-01,1
User Interface and Functionality,negative,2022-04-02 19:25:05,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-29 16:02:16,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-29 16:02:16,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-16 20:21:53,2022-04-01,1
Platform Policies and Guidelines,neutral,2022-04-16 20:21:53,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-16 20:21:53,2022-04-01,1
Algorithm and Content Curation,positive,2022-04-09 09:24:39,2022-04-01,1
User Interface and Functionality,positive,2022-04-09 09:24:39,2022-04-01,1
Community and Content,negative,2022-04-26 00:48:10,2022-04-01,1
Account Management,positive,2022-04-26 00:48:10,2022-04-01,1
App Updates and Changes,neutral,2022-04-26 00:48:10,2022-04-01,1
Advertising and Monetization,negative,2022-04-12 11:43:30,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-12 11:43:30,2022-04-01,1
Advertising and Monetization,neutral,2022-04-12 11:43:30,2022-04-01,1
Leadership and Decision Making,positive,2022-04-30 13:32:52,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-30 13:32:52,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 13:32:52,2022-04-01,1
Advertising and Monetization,negative,2022-04-27 14:16:59,2022-04-01,1
Advertising and Monetization,negative,2022-04-27 14:16:59,2022-04-01,1
Community and Content,positive,2022-04-27 14:16:59,2022-04-01,1
User Interface and Functionality,negative,2022-04-10 10:53:42,2022-04-01,1
User Interface and Functionality,negative,2022-04-10 10:53:42,2022-04-01,1
Account Management,negative,2022-04-10 10:53:42,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-13 23:10:17,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-13 23:10:17,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-13 23:10:17,2022-04-01,1
Notifications and Alerts,negative,2022-04-26 17:10:27,2022-04-01,1
User Interface and Functionality,negative,2022-04-26 17:10:27,2022-04-01,1
User Interface and Functionality,positive,2022-04-26 17:10:27,2022-04-01,1
Customer Service,positive,2022-04-07 03:32:54,2022-04-01,1
User Interface and Functionality,neutral,2022-04-10 12:31:23,2022-04-01,1
User Interface and Functionality,negative,2022-04-10 12:31:23,2022-04-01,1
User Interface and Functionality,neutral,2022-04-10 12:31:23,2022-04-01,1
Leadership and Decision Making,negative,2022-04-16 14:58:15,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-16 14:58:15,2022-04-01,1
Leadership and Decision Making,negative,2022-04-16 14:58:15,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-11 19:16:31,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-11 19:16:31,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-11 19:16:31,2022-04-01,1
Leadership and Decision Making,positive,2022-04-29 21:49:56,2022-04-01,1
Social Networking and Engagement,positive,2022-04-29 21:49:56,2022-04-01,1
User Interface and Functionality,positive,2022-04-29 21:49:56,2022-04-01,1
User Interface and Functionality,neutral,2022-04-30 18:15:34,2022-04-01,1
Platform Policies and Guidelines,negative,2022-04-30 18:15:34,2022-04-01,1
Social Networking and Engagement,positive,2022-04-29 20:58:03,2022-04-01,1
Account Management,negative,2022-04-29 20:58:03,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-29 20:58:03,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-29 12:09:31,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-29 12:09:31,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 21:06:27,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-28 21:06:27,2022-04-01,1
Platform Policies and Guidelines,positive,2022-04-28 21:06:27,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-20 18:48:04,2022-04-01,1
Mental Health and User Impact,negative,2022-04-20 18:48:04,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-20 18:48:04,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-28 16:58:33,2022-04-01,1
User Interface and Functionality,positive,2022-04-28 16:58:33,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-30 18:16:13,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 18:16:13,2022-04-01,1
User Interface and Functionality,positive,2022-04-30 18:16:13,2022-04-01,1
User Interface and Functionality,positive,2022-04-19 15:59:12,2022-04-01,1
User Interface and Functionality,negative,2022-04-19 15:59:12,2022-04-01,1
User Interface and Functionality,positive,2022-04-19 15:59:12,2022-04-01,1
Account Management,negative,2022-04-13 23:14:03,2022-04-01,1
Account Management,negative,2022-04-13 23:14:03,2022-04-01,1
Account Management,negative,2022-04-13 23:14:03,2022-04-01,1
Leadership and Decision Making,positive,2022-04-25 19:07:56,2022-04-01,1
Account Management,negative,2022-04-03 18:56:09,2022-04-01,1
User Interface and Functionality,negative,2022-04-03 18:56:09,2022-04-01,1
User Interface and Functionality,negative,2022-04-03 18:56:09,2022-04-01,1
Misinformation and Fake Accounts,negative,2022-04-24 14:10:31,2022-04-01,1
Account Management,negative,2022-04-24 14:10:31,2022-04-01,1
User Interface and Functionality,negative,2022-04-24 14:10:31,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 10:12:59,2022-04-01,1
Content Moderation and Censorship,positive,2022-04-28 10:12:59,2022-04-01,1
User Interface and Functionality,negative,2022-04-03 17:43:19,2022-04-01,1
Leadership and Decision Making,positive,2022-04-29 12:10:38,2022-04-01,1
User Interface and Functionality,positive,2022-04-29 12:10:38,2022-04-01,1
Account Management,negative,2022-04-09 15:09:00,2022-04-01,1
Account Management,negative,2022-04-09 15:09:00,2022-04-01,1
User Interface and Functionality,neutral,2022-04-29 14:24:40,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-29 14:24:40,2022-04-01,1
Leadership and Decision Making,positive,2022-04-29 14:24:40,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-29 07:22:28,2022-04-01,1
Leadership and Decision Making,positive,2022-04-29 07:22:28,2022-04-01,1
User Interface and Functionality,positive,2022-04-29 07:22:28,2022-04-01,1
User Interface and Functionality,positive,2022-04-17 14:06:00,2022-04-01,1
App Updates and Changes,negative,2022-04-17 14:06:00,2022-04-01,1
Social Networking and Engagement,negative,2022-04-17 14:06:00,2022-04-01,1
Account Management,negative,2022-04-27 01:12:19,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-27 01:12:19,2022-04-01,1
Community and Content,negative,2022-04-27 01:12:19,2022-04-01,1
User Interface and Functionality,negative,2022-04-01 02:49:58,2022-04-01,1
App Updates and Changes,negative,2022-04-01 02:49:58,2022-04-01,1
App Updates and Changes,neutral,2022-04-01 02:49:58,2022-04-01,1
Leadership and Decision Making,positive,2022-04-05 01:29:12,2022-04-01,1
User Interface and Functionality,positive,2022-04-05 01:29:12,2022-04-01,1
Leadership and Decision Making,negative,2022-04-05 01:29:12,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 12:04:50,2022-04-01,1
Freedom of Speech and Expression,neutral,2022-04-28 12:04:50,2022-04-01,1
User Interface and Functionality,negative,2022-04-28 19:31:40,2022-04-01,1
Leadership and Decision Making,positive,2022-04-27 12:09:41,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-27 12:09:41,2022-04-01,1
Community and Content,positive,2022-04-07 17:06:15,2022-04-01,1
Social Networking and Engagement,positive,2022-04-07 17:06:15,2022-04-01,1
Account Management,neutral,2022-04-07 17:06:15,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-03 08:20:23,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-03 08:20:23,2022-04-01,1
Leadership and Decision Making,negative,2022-04-03 08:20:23,2022-04-01,1
User Interface and Functionality,negative,2022-04-23 02:07:11,2022-04-01,1
App Updates and Changes,negative,2022-04-23 02:07:11,2022-04-01,1
App Updates and Changes,negative,2022-04-23 02:07:11,2022-04-01,1
Leadership and Decision Making,positive,2022-04-30 12:56:57,2022-04-01,1
Account Management,negative,2022-04-30 12:56:57,2022-04-01,1
User Interface and Functionality,positive,2022-04-15 00:00:35,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-15 00:00:35,2022-04-01,1
User Interface and Functionality,negative,2022-04-07 14:08:26,2022-04-01,1
Privacy and Security,negative,2022-04-07 14:08:26,2022-04-01,1
Mental Health and User Impact,negative,2022-04-07 14:08:26,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 20:42:41,2022-04-01,1
Community and Content,positive,2022-04-28 20:42:41,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-28 20:42:41,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 12:54:15,2022-04-01,1
Content Moderation and Censorship,neutral,2022-04-28 12:54:15,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-08 17:45:21,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-08 17:45:21,2022-04-01,1
Leadership and Decision Making,negative,2022-04-08 17:45:21,2022-04-01,1
Freedom of Speech and Expression,negative,2022-04-17 15:50:55,2022-04-01,1
Misinformation and Fake Accounts,negative,2022-04-17 15:50:55,2022-04-01,1
Algorithm and Content Curation,neutral,2022-04-25 00:01:54,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-25 00:01:54,2022-04-01,1
Algorithm and Content Curation,negative,2022-04-19 15:14:37,2022-04-01,1
Leadership and Decision Making,positive,2022-04-19 15:14:37,2022-04-01,1
Social Networking and Engagement,positive,2022-04-19 15:14:37,2022-04-01,1
Platform Policies and Guidelines,negative,2022-04-25 22:47:01,2022-04-01,1
Account Management,negative,2022-04-25 22:47:01,2022-04-01,1
Leadership and Decision Making,neutral,2022-04-25 22:47:01,2022-04-01,1
Content Moderation and Censorship,neutral,2022-04-30 18:41:55,2022-04-01,1
Leadership and Decision Making,positive,2022-04-30 18:41:55,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-09 22:10:23,2022-04-01,1
News and Information Sharing,negative,2022-04-09 22:10:23,2022-04-01,1
Account Management,negative,2022-04-08 01:43:04,2022-04-01,1
Account Management,negative,2022-04-08 01:43:04,2022-04-01,1
Platform Policies and Guidelines,negative,2022-04-08 01:43:04,2022-04-01,1
App Updates and Changes,negative,2022-04-24 14:40:34,2022-04-01,1
User Interface and Functionality,negative,2022-04-24 14:40:34,2022-04-01,1
User Interface and Functionality,negative,2022-04-24 14:40:34,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-28 17:49:10,2022-04-01,1
User Interface and Functionality,positive,2022-04-28 17:49:10,2022-04-01,1
User Interface and Functionality,positive,2022-04-28 17:49:10,2022-04-01,1
Advertising and Monetization,negative,2022-04-02 21:43:54,2022-04-01,1
Content Moderation and Censorship,negative,2022-04-02 21:43:54,2022-04-01,1
User Interface and Functionality,negative,2022-04-02 21:43:54,2022-04-01,1
Customer Service,negative,2022-04-20 00:12:45,2022-04-01,1
Customer Service,negative,2022-04-20 00:12:45,2022-04-01,1
Customer Service,negative,2022-04-20 00:12:45,2022-04-01,1
User Interface and Functionality,positive,2022-04-21 13:32:24,2022-04-01,1
Freedom of Speech and Expression,positive,2022-04-21 13:32:24,2022-04-01,1
